date,category,additional,subject,frequency,frequency_share
20200610,sentiment,N/A,negative,216.0,81.81818181818183
20200610,sentiment,N/A,net_sentiment,-75.0,-28.40909090909091
20200610,sentiment,N/A,positive,141.0,53.40909090909091
20200610,intensifiers,count_words,intensifiers,43.0,16.28787878787879
20200610,intensifiers,count_words,intensifiers_neg,32.0,12.121212121212121
20200610,intensifiers,count_words,intensifiers_net,-19.0,-7.196969696969697
20200610,intensifiers,count_words,intensifiers_pos,13.0,4.924242424242424
20200610,in_deep_asset_program,count_words,Size,0.0,0.0
20200610,in_deep_asset_program,count_words,Composition,0.0,0.0
20200610,in_deep_asset_program,count_words,Pace,5.0,1.893939393939394
20200610,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20200610,in_deep_asset_program,count_words,Increase size,3.0,1.1363636363636365
20200610,in_deep_asset_program,count_words,Reduce size,0.0,0.0
20200610,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20200610,in_deep_asset_program,count_words,Guidance,2.0,0.7575757575757576
20200610,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20200610,in_deep_inflation,count_words,Symmetric,3.0,1.1363636363636365
20200610,in_deep_inflation,count_words,Expectations,6.0,2.272727272727273
20200610,in_deep_inflation,count_words,Core,1.0,0.3787878787878788
20200610,in_deep_inflation,count_words,Term premium,0.0,0.0
20200610,in_deep_inflation,count_words,Wages,0.0,0.0
20200610,in_deep_inflation,count_words,Energy,3.0,1.1363636363636365
20200610,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20200610,in_deep_inflation,count_words,Average inflation targeting,0.0,0.0
20200610,in_deep_labor,count_words,Slack ,0.0,0.0
20200610,in_deep_labor,count_words,Job gains,0.0,0.0
20200610,in_deep_labor,count_words,Supply,0.0,0.0
20200610,in_deep_labor,count_words,Participation rate,1.0,0.3787878787878788
20200610,in_deep_labor,count_words,Unemployment,13.0,4.924242424242424
20200610,in_deep_labor,count_words,Maximum employment,9.0,3.4090909090909087
20200729,general_information,N/A,number_words,9784.0,0
20200729,general_information,N/A,number_sentences,307.0,0
20200729,general_information,N/A,word_per_sentences,31.86970684039088,0
20200729,sentiment,N/A,negative,184.0,59.934853420195445
20200729,sentiment,N/A,net_sentiment,-62.0,-20.195439739413683
20200729,sentiment,N/A,positive,122.0,39.73941368078176
20200729,intensifiers,count_words,intensifiers,54.0,17.58957654723127
20200729,intensifiers,count_words,intensifiers_neg,36.0,11.726384364820847
20200729,intensifiers,count_words,intensifiers_net,-12.0,-3.908794788273615
20200729,intensifiers,count_words,intensifiers_pos,24.0,7.81758957654723
20200729,in_deep_asset_program,count_words,Size,0.0,0.0
20200729,in_deep_asset_program,count_words,Composition,0.0,0.0
20200729,in_deep_asset_program,count_words,Pace,4.0,1.3029315960912053
20200729,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20200729,in_deep_asset_program,count_words,Increase size,3.0,0.9771986970684038
20200729,in_deep_asset_program,count_words,Reduce size,0.0,0.0
20200729,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20200729,in_deep_asset_program,count_words,Guidance,1.0,0.32573289902280134
20200729,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20200729,in_deep_inflation,count_words,Symmetric,3.0,0.9771986970684038
20200729,in_deep_inflation,count_words,Expectations,5.0,1.6286644951140066
20200729,in_deep_inflation,count_words,Core,1.0,0.32573289902280134
20200729,in_deep_inflation,count_words,Term premium,0.0,0.0
20200729,in_deep_inflation,count_words,Wages,0.0,0.0
20200729,in_deep_inflation,count_words,Energy,3.0,0.9771986970684038
20200729,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20200729,in_deep_inflation,count_words,Average inflation targeting,0.0,0.0
20200729,in_deep_labor,count_words,Slack ,0.0,0.0
20200729,in_deep_labor,count_words,Job gains,0.0,0.0
20200729,in_deep_labor,count_words,Supply,0.0,0.0
20200729,in_deep_labor,count_words,Participation rate,1.0,0.32573289902280134
20200729,in_deep_labor,count_words,Unemployment,10.0,3.257328990228013
20200729,in_deep_labor,count_words,Maximum employment,8.0,2.6058631921824107
20200916,general_information,N/A,number_words,10845.0,0
20200916,general_information,N/A,number_sentences,309.0,0
20200916,general_information,N/A,word_per_sentences,35.09708737864078,0
20200916,sentiment,N/A,negative,170.0,55.016181229773466
20200916,sentiment,N/A,net_sentiment,9.0,2.912621359223301
20200916,sentiment,N/A,positive,179.0,57.92880258899677
20200916,intensifiers,count_words,intensifiers,43.0,13.915857605177994
20200916,intensifiers,count_words,intensifiers_neg,28.0,9.06148867313916
20200916,intensifiers,count_words,intensifiers_net,-10.0,-3.2362459546925564
20200916,intensifiers,count_words,intensifiers_pos,18.0,5.825242718446602
20200916,in_deep_asset_program,count_words,Size,0.0,0.0
20200916,in_deep_asset_program,count_words,Composition,0.0,0.0
20200916,in_deep_asset_program,count_words,Pace,6.0,1.9417475728155338
20200916,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20200916,in_deep_asset_program,count_words,Increase size,3.0,0.9708737864077669
20200916,in_deep_asset_program,count_words,Reduce size,1.0,0.3236245954692557
20200916,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20200916,in_deep_asset_program,count_words,Guidance,0.0,0.0
20200916,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20200916,in_deep_inflation,count_words,Symmetric,0.0,0.0
20200916,in_deep_inflation,count_words,Expectations,11.0,3.559870550161812
20200916,in_deep_inflation,count_words,Core,4.0,1.2944983818770228
20200916,in_deep_inflation,count_words,Term premium,0.0,0.0
20200916,in_deep_inflation,count_words,Wages,0.0,0.0
20200916,in_deep_inflation,count_words,Energy,4.0,1.2944983818770228
20200916,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20200916,in_deep_inflation,count_words,Average inflation targeting,6.0,1.9417475728155338
20200916,in_deep_labor,count_words,Slack ,0.0,0.0
20200916,in_deep_labor,count_words,Job gains,0.0,0.0
20200916,in_deep_labor,count_words,Supply,1.0,0.3236245954692557
20200916,in_deep_labor,count_words,Participation rate,1.0,0.3236245954692557
20200916,in_deep_labor,count_words,Unemployment,8.0,2.5889967637540456
20200916,in_deep_labor,count_words,Maximum employment,12.0,3.8834951456310676
20201105,general_information,N/A,number_words,10243.0,0
20201105,general_information,N/A,number_sentences,315.0,0
20201105,general_information,N/A,word_per_sentences,32.51746031746032,0
20201105,sentiment,N/A,negative,194.0,61.58730158730159
20201105,sentiment,N/A,net_sentiment,-69.0,-21.904761904761905
20201105,sentiment,N/A,positive,125.0,39.682539682539684
20201105,intensifiers,count_words,intensifiers,47.0,14.920634920634921
20201105,intensifiers,count_words,intensifiers_pos,16.0,5.079365079365079
20201105,intensifiers,count_words,intensifiers_net,-20.0,-6.349206349206349
20201105,intensifiers,count_words,intensifiers_neg,36.0,11.428571428571429
20201105,in_deep_asset_program,count_words,Size,1.0,0.31746031746031744
20201105,in_deep_asset_program,count_words,Composition,4.0,1.2698412698412698
20201105,in_deep_asset_program,count_words,Pace,11.0,3.492063492063492
20201105,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20201105,in_deep_asset_program,count_words,Increase size,4.0,1.2698412698412698
20201105,in_deep_asset_program,count_words,Reduce size,1.0,0.31746031746031744
20201105,in_deep_asset_program,count_words,Taper amounts,2.0,0.6349206349206349
20201105,in_deep_asset_program,count_words,Guidance,14.0,4.444444444444445
20201105,in_deep_asset_program,count_words,Longer maturity,1.0,0.31746031746031744
20201105,in_deep_inflation,count_words,Symmetric,0.0,0.0
20201105,in_deep_inflation,count_words,Expectations,5.0,1.5873015873015872
20201105,in_deep_inflation,count_words,Core,0.0,0.0
20201105,in_deep_inflation,count_words,Term premium,0.0,0.0
20201105,in_deep_inflation,count_words,Wages,0.0,0.0
20201105,in_deep_inflation,count_words,Energy,3.0,0.9523809523809524
20201105,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20201105,in_deep_inflation,count_words,Average inflation targeting,3.0,0.9523809523809524
20201105,in_deep_labor,count_words,Slack ,1.0,0.31746031746031744
20201105,in_deep_labor,count_words,Job gains,0.0,0.0
20201105,in_deep_labor,count_words,Supply,0.0,0.0
20201105,in_deep_labor,count_words,Participation rate,2.0,0.6349206349206349
20201105,in_deep_labor,count_words,Unemployment,8.0,2.5396825396825395
20201105,in_deep_labor,count_words,Maximum employment,9.0,2.857142857142857
20201216,general_information,N/A,number_words,8998.0,0
20201216,general_information,N/A,number_sentences,274.0,0
20201216,general_information,N/A,word_per_sentences,32.839416058394164,0
20201216,sentiment,N/A,negative,152.0,55.47445255474452
20201216,sentiment,N/A,net_sentiment,-20.0,-7.2992700729927
20201216,sentiment,N/A,positive,132.0,48.175182481751825
20201216,intensifiers,count_words,intensifiers,33.0,12.043795620437956
20201216,intensifiers,count_words,intensifiers_neg,21.0,7.664233576642336
20201216,intensifiers,count_words,intensifiers_net,-2.0,-0.7299270072992701
20201216,intensifiers,count_words,intensifiers_pos,19.0,6.934306569343065
20201216,in_deep_asset_program,count_words,Size,1.0,0.36496350364963503
20201216,in_deep_asset_program,count_words,Composition,1.0,0.36496350364963503
20201216,in_deep_asset_program,count_words,Pace,3.0,1.094890510948905
20201216,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20201216,in_deep_asset_program,count_words,Increase size,4.0,1.4598540145985401
20201216,in_deep_asset_program,count_words,Reduce size,0.0,0.0
20201216,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20201216,in_deep_asset_program,count_words,Guidance,3.0,1.094890510948905
20201216,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20201216,in_deep_inflation,count_words,Symmetric,0.0,0.0
20201216,in_deep_inflation,count_words,Expectations,6.0,2.18978102189781
20201216,in_deep_inflation,count_words,Core,1.0,0.36496350364963503
20201216,in_deep_inflation,count_words,Term premium,0.0,0.0
20201216,in_deep_inflation,count_words,Wages,0.0,0.0
20201216,in_deep_inflation,count_words,Energy,3.0,1.094890510948905
20201216,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20201216,in_deep_inflation,count_words,Average inflation targeting,3.0,1.094890510948905
20201216,in_deep_labor,count_words,Slack ,2.0,0.7299270072992701
20201216,in_deep_labor,count_words,Job gains,1.0,0.36496350364963503
20201216,in_deep_labor,count_words,Supply,0.0,0.0
20201216,in_deep_labor,count_words,Participation rate,2.0,0.7299270072992701
20201216,in_deep_labor,count_words,Unemployment,11.0,4.014598540145985
20201216,in_deep_labor,count_words,Maximum employment,13.0,4.744525547445255
20190130,general_information,N/A,number_words,14885.0,0
20190130,general_information,N/A,number_sentences,319.0,0
20190130,general_information,N/A,word_per_sentences,46.661442006269596,0
20190130,sentiment,N/A,negative,213.0,66.77115987460816
20190130,sentiment,N/A,net_sentiment,-81.0,-25.391849529780565
20190130,sentiment,N/A,positive,132.0,41.37931034482759
20190130,intensifiers,count_words,intensifiers,24.0,7.523510971786834
20190130,intensifiers,count_words,intensifiers_neg,19.0,5.956112852664576
20190130,intensifiers,count_words,intensifiers_net,-11.0,-3.4482758620689653
20190130,intensifiers,count_words,intensifiers_pos,8.0,2.507836990595611
20190130,in_deep_asset_program,count_words,Size,1.0,0.3134796238244514
20190130,in_deep_asset_program,count_words,Composition,0.0,0.0
20190130,in_deep_asset_program,count_words,Pace,0.0,0.0
20190130,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20190130,in_deep_asset_program,count_words,Increase size,0.0,0.0
20190130,in_deep_asset_program,count_words,Reduce size,3.0,0.9404388714733543
20190130,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20190130,in_deep_asset_program,count_words,Guidance,0.0,0.0
20190130,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20190130,in_deep_inflation,count_words,Symmetric,6.0,1.8808777429467085
20190130,in_deep_inflation,count_words,Expectations,12.0,3.761755485893417
20190130,in_deep_inflation,count_words,Core,3.0,0.9404388714733543
20190130,in_deep_inflation,count_words,Term premium,0.0,0.0
20190130,in_deep_inflation,count_words,Wages,0.0,0.0
20190130,in_deep_inflation,count_words,Energy,7.0,2.19435736677116
20190130,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20190130,in_deep_inflation,count_words,Average inflation targeting,1.0,0.3134796238244514
20190130,in_deep_labor,count_words,Slack ,0.0,0.0
20190130,in_deep_labor,count_words,Job gains,1.0,0.3134796238244514
20190130,in_deep_labor,count_words,Supply,0.0,0.0
20190130,in_deep_labor,count_words,Participation rate,3.0,0.9404388714733543
20190130,in_deep_labor,count_words,Unemployment,11.0,3.4482758620689653
20190130,in_deep_labor,count_words,Maximum employment,5.0,1.5673981191222568
20190320,general_information,N/A,number_words,10466.0,0
20190320,general_information,N/A,number_sentences,253.0,0
20190320,general_information,N/A,word_per_sentences,41.36758893280632,0
20190320,sentiment,N/A,negative,185.0,73.12252964426878
20190320,sentiment,N/A,net_sentiment,-69.0,-27.27272727272727
20190320,sentiment,N/A,positive,116.0,45.8498023715415
20190320,intensifiers,count_words,intensifiers,11.0,4.3478260869565215
20190320,intensifiers,count_words,intensifiers_pos,5.0,1.9762845849802373
20190320,intensifiers,count_words,intensifiers_net,-4.0,-1.5810276679841897
20190320,intensifiers,count_words,intensifiers_neg,9.0,3.557312252964427
20190320,in_deep_asset_program,count_words,Size,0.0,0.0
20190320,in_deep_asset_program,count_words,Composition,0.0,0.0
20190320,in_deep_asset_program,count_words,Pace,0.0,0.0
20190320,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20190320,in_deep_asset_program,count_words,Increase size,0.0,0.0
20190320,in_deep_asset_program,count_words,Reduce size,1.0,0.3952569169960474
20190320,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20190320,in_deep_asset_program,count_words,Guidance,0.0,0.0
20190320,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20190320,in_deep_inflation,count_words,Symmetric,5.0,1.9762845849802373
20190320,in_deep_inflation,count_words,Expectations,13.0,5.138339920948617
20190320,in_deep_inflation,count_words,Core,3.0,1.185770750988142
20190320,in_deep_inflation,count_words,Term premium,0.0,0.0
20190320,in_deep_inflation,count_words,Wages,3.0,1.185770750988142
20190320,in_deep_inflation,count_words,Energy,7.0,2.766798418972332
20190320,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20190320,in_deep_inflation,count_words,Average inflation targeting,1.0,0.3952569169960474
20190320,in_deep_labor,count_words,Slack ,1.0,0.3952569169960474
20190320,in_deep_labor,count_words,Job gains,5.0,1.9762845849802373
20190320,in_deep_labor,count_words,Supply,0.0,0.0
20190320,in_deep_labor,count_words,Participation rate,4.0,1.5810276679841897
20190320,in_deep_labor,count_words,Unemployment,16.0,6.324110671936759
20190320,in_deep_labor,count_words,Maximum employment,3.0,1.185770750988142
20190501,general_information,N/A,number_words,10216.0,0
20190501,general_information,N/A,number_sentences,264.0,0
20190501,general_information,N/A,word_per_sentences,38.696969696969695,0
20190501,sentiment,N/A,negative,162.0,61.36363636363637
20190501,sentiment,N/A,net_sentiment,-49.0,-18.560606060606062
20190501,sentiment,N/A,positive,113.0,42.803030303030305
20190501,intensifiers,count_words,intensifiers,12.0,4.545454545454546
20190501,intensifiers,count_words,intensifiers_neg,10.0,3.787878787878788
20190501,intensifiers,count_words,intensifiers_net,-9.0,-3.4090909090909087
20190501,intensifiers,count_words,intensifiers_pos,1.0,0.3787878787878788
20190501,in_deep_asset_program,count_words,Size,0.0,0.0
20190501,in_deep_asset_program,count_words,Composition,1.0,0.3787878787878788
20190501,in_deep_asset_program,count_words,Pace,0.0,0.0
20190501,in_deep_asset_program,count_words,Keep same size,0.0,0.0
20190501,in_deep_asset_program,count_words,Increase size,0.0,0.0
20190501,in_deep_asset_program,count_words,Reduce size,3.0,1.1363636363636365
20190501,in_deep_asset_program,count_words,Taper amounts,0.0,0.0
20190501,in_deep_asset_program,count_words,Guidance,0.0,0.0
20190501,in_deep_asset_program,count_words,Longer maturity,0.0,0.0
20190501,in_deep_inflation,count_words,Symmetric,9.0,3.4090909090909087
20190501,in_deep_inflation,count_words,Expectations,10.0,3.787878787878788
20190501,in_deep_inflation,count_words,Core,4.0,1.5151515151515151
20190501,in_deep_inflation,count_words,Term premium,0.0,0.0
20190501,in_deep_inflation,count_words,Wages,1.0,0.3787878787878788
20190501,in_deep_inflation,count_words,Energy,9.0,3.4090909090909087
20190501,in_deep_inflation,count_words,Long-term expectations,0.0,0.0
20190501,in_deep_inflation,count_words,Average inflation targeting,1.0,0.3787878787878788
20190501,in_deep_labor,count_words,Slack ,0.0,0.0
20190501,in_deep_labor,count_words,Job gains,0.0,0.0
20190501,in_deep_labor,count_words,Supply,0.0,0.0
20190501,in_deep_labor,count_words,Participation rate,3.0,1.1363636363636365
20190501,in_deep_labor,count_words,Unemployment,13.0,4.924242424242424
20190501,in_deep_labor,count_words,Maximum employment,4.0,1.5151515151515151
20190619,general_information,N/A,number_words,9127.0,0
20190619,general_information,N/A,number_sentences,245.0,0
20190619,general_information,N/A,word_per_sentences,37.2530612244898,0
20190619,sentiment,N/A,negative,166.0,67.75510204081633
20190619,sentiment,N/A,net_sentiment,-80.0,-32.6530612244898
20190619,sentiment,N/A,positive,86.0,35.10204081632653
